target	context	f_tc	f_t	f_c	pmi
voiture	otaku	1.00	5072.00	1.00	0.898949
voiture	tas	1.00	5072.00	4.00	-0.487346
voiture	centime	1.00	5072.00	1.00	0.898949
voiture	béton	1.00	5072.00	1.00	0.898949
voiture	roue	4.00	5072.00	6.00	0.493484
voiture	lakh	3.00	5072.00	3.00	0.898949
voiture	ramener	5.00	5072.00	7.00	0.562477
voiture	saigner	1.00	5072.00	1.00	0.898949
voiture	bâton	2.00	5072.00	2.00	0.898949
voiture	lumière	1.00	5072.00	7.00	-1.046961
voiture	réponse	1.00	5072.00	2.00	0.205802
voiture	mener	2.00	5072.00	4.00	0.205802
voiture	partenaire	1.00	5072.00	1.00	0.898949
voiture	réactivité	3.00	5072.00	3.00	0.898949
voiture	cascade	1.00	5072.00	1.00	0.898949
voiture	ville	17.00	5072.00	22.00	0.641120
voiture	région	1.00	5072.00	3.00	-0.199663
voiture	joie	2.00	5072.00	3.00	0.493484
voiture	considérable	1.00	5072.00	1.00	0.898949
voiture	heureux	1.00	5072.00	1.00	0.898949
voiture	taxi	1.00	5072.00	1.00	0.898949
voiture	contenu	1.00	5072.00	2.00	0.205802
voiture	taxe	2.00	5072.00	2.00	0.898949
voiture	énergie	6.00	5072.00	16.00	-0.081880
voiture	vider	1.00	5072.00	1.00	0.898949
voiture	soulever	1.00	5072.00	2.00	0.205802
voiture	placer	2.00	5072.00	4.00	0.205802
voiture	énergétique	1.00	5072.00	2.00	0.205802
voiture	médias	1.00	5072.00	2.00	0.205802
voiture	pétrole	11.00	5072.00	12.00	0.811937
voiture	girophares	1.00	5072.00	1.00	0.898949
voiture	arrière	7.00	5072.00	8.00	0.765417
voiture	voyager	2.00	5072.00	4.00	0.205802
voiture	l	1.00	5072.00	1.00	0.898949
voiture	compteur	1.00	5072.00	1.00	0.898949
voiture	prix	6.00	5072.00	7.00	0.744798
voiture	coach	1.00	5072.00	1.00	0.898949
voiture	indien	1.00	5072.00	1.00	0.898949
voiture	eau	5.00	5072.00	11.00	0.110491
voiture	interne	3.00	5072.00	3.00	0.898949
voiture	présenter	2.00	5072.00	5.00	-0.017342
voiture	lâcher	1.00	5072.00	1.00	0.898949
voiture	policier	2.00	5072.00	2.00	0.898949
voiture	défaut	1.00	5072.00	2.00	0.205802
voiture	super	3.00	5072.00	5.00	0.388123
voiture	matériaux	2.00	5072.00	2.00	0.898949
voiture	bébé	1.00	5072.00	1.00	0.898949
voiture	tapisserie	1.00	5072.00	1.00	0.898949
voiture	Nord-Américain	1.00	5072.00	1.00	0.898949
voiture	détacher	1.00	5072.00	1.00	0.898949
voiture	frein	3.00	5072.00	3.00	0.898949
voiture	découler	1.00	5072.00	1.00	0.898949
voiture	ordre	1.00	5072.00	1.00	0.898949
voiture	trés	1.00	5072.00	1.00	0.898949
voiture	piste	3.00	5072.00	5.00	0.388123
voiture	souffler	2.00	5072.00	2.00	0.898949
voiture	set	1.00	5072.00	1.00	0.898949
voiture	limite	3.00	5072.00	4.00	0.611267
voiture	gamme	1.00	5072.00	2.00	0.205802
voiture	débarasser	1.00	5072.00	1.00	0.898949
voiture	éclairer	1.00	5072.00	4.00	-0.487346
voiture	déployer	1.00	5072.00	2.00	0.205802
voiture	contrôle	4.00	5072.00	4.00	0.898949
voiture	programme	2.00	5072.00	2.00	0.898949
voiture	durée	1.00	5072.00	1.00	0.898949
voiture	opposer	1.00	5072.00	1.00	0.898949
voiture	contrôler	1.00	5072.00	2.00	0.205802
voiture	durer	1.00	5072.00	2.00	0.205802
voiture	téléphonie	1.00	5072.00	1.00	0.898949
voiture	saint	1.00	5072.00	2.00	0.205802
voiture	représenter	2.00	5072.00	8.00	-0.487346
voiture	liberté	1.00	5072.00	3.00	-0.199663
voiture	nocif	2.00	5072.00	2.00	0.898949
voiture	maman	2.00	5072.00	3.00	0.493484
voiture	éolienne	1.00	5072.00	1.00	0.898949
voiture	expérience	1.00	5072.00	2.00	0.205802
voiture	attacher	2.00	5072.00	2.00	0.898949
voiture	éteindre	1.00	5072.00	1.00	0.898949
voiture	permettentent	1.00	5072.00	1.00	0.898949
voiture	stigmatiser	1.00	5072.00	1.00	0.898949
voiture	caser	1.00	5072.00	1.00	0.898949
voiture	sauveur	1.00	5072.00	1.00	0.898949
voiture	politicien	2.00	5072.00	2.00	0.898949
voiture	piéton	5.00	5072.00	5.00	0.898949
voiture	entrain	1.00	5072.00	1.00	0.898949
voiture	opportunité	2.00	5072.00	3.00	0.493484
voiture	glissant	1.00	5072.00	1.00	0.898949
voiture	chauffeur	6.00	5072.00	6.00	0.898949
voiture	Rover	1.00	5072.00	1.00	0.898949
voiture	rappeler	2.00	5072.00	4.00	0.205802
voiture	métropolitain	2.00	5072.00	2.00	0.898949
voiture	insolite	1.00	5072.00	1.00	0.898949
voiture	navigation	1.00	5072.00	1.00	0.898949
voiture	capacité	5.00	5072.00	6.00	0.716627
voiture	position	8.00	5072.00	9.00	0.781166
voiture	affaire	2.00	5072.00	2.00	0.898949
voiture	dépourvu	1.00	5072.00	1.00	0.898949
voiture	constituer	1.00	5072.00	2.00	0.205802
voiture	foncer	2.00	5072.00	3.00	0.493484
voiture	merde	1.00	5072.00	3.00	-0.199663
nazi	homme	1.00	113.00	23.00	1.567557
nazi	chef-d'	1.00	113.00	1.00	4.703051
nazi	autre	1.00	113.00	66.00	0.513397
nazi	agresser	1.00	113.00	1.00	4.703051
nazi	avérer	2.00	113.00	5.00	3.786761
nazi	gens	1.00	113.00	39.00	1.039490
nazi	tirer	1.00	113.00	7.00	2.757141
nazi	arrestation	1.00	113.00	1.00	4.703051
nazi	lancer	1.00	113.00	11.00	2.305156
nazi	élever	1.00	113.00	11.00	2.305156
nazi	moment	1.00	113.00	12.00	2.218145
nazi	rester	1.00	113.00	10.00	2.400466
nazi	élégant	1.00	113.00	1.00	4.703051
nazi	an	2.00	113.00	50.00	1.484176
nazi	menacer	1.00	113.00	6.00	2.911292
nazi	peindre	1.00	113.00	3.00	3.604439
nazi	dresser	1.00	113.00	1.00	4.703051
nazi	famille	4.00	113.00	9.00	3.892121
nazi	forcer	1.00	113.00	2.00	4.009904
nazi	envahir	1.00	113.00	1.00	4.703051
nazi	gars	1.00	113.00	6.00	2.911292
nazi	maison	1.00	113.00	32.00	1.237316
nazi	début	1.00	113.00	11.00	2.305156
nazi	utiliser	1.00	113.00	49.00	0.811231
nazi	œuvrer	1.00	113.00	1.00	4.703051
nazi	vendre	2.00	113.00	10.00	3.093614
nazi	combat	1.00	113.00	4.00	3.316757
nazi	magnifique	1.00	113.00	4.00	3.316757
nazi	défaite	1.00	113.00	1.00	4.703051
nazi	suivre	1.00	113.00	7.00	2.757141
nazi	passer	1.00	113.00	47.00	0.852904
nazi	essayer	1.00	113.00	23.00	1.567557
nazi	guerre	1.00	113.00	6.00	2.911292
nazi	trouver	1.00	113.00	41.00	0.989479
nazi	traité	1.00	113.00	1.00	4.703051
nazi	terrible	1.00	113.00	3.00	3.604439
nazi	être	13.00	113.00	822.00	0.556260
nazi	publier	1.00	113.00	2.00	4.009904
nazi	vieux	1.00	113.00	3.00	3.604439
nazi	répugnant	1.00	113.00	1.00	4.703051
nazi	déportation	1.00	113.00	1.00	4.703051
nazi	possession	1.00	113.00	4.00	3.316757
nazi	camp	1.00	113.00	2.00	4.009904
nazi	histoire	1.00	113.00	11.00	2.305156
nazi	catholique	1.00	113.00	2.00	4.009904
nazi	avoir	12.00	113.00	749.00	0.569219
nazi	expérimentation	1.00	113.00	1.00	4.703051
nazi	gens-là	1.00	113.00	1.00	4.703051
nazi	juif	4.00	113.00	13.00	3.524396
nazi	différence	1.00	113.00	4.00	3.316757
nazi	japonais	1.00	113.00	4.00	3.316757
nazi	machine	1.00	113.00	2.00	4.009904
nazi	père	1.00	113.00	6.00	2.911292
nazi	type	1.00	113.00	15.00	1.995001
nazi	un	1.00	113.00	19.00	1.758612
nazi	livre	1.00	113.00	9.00	2.505827
nazi	confiant	1.00	113.00	1.00	4.703051
nazi	contexte	1.00	113.00	1.00	4.703051
nazi	parti	1.00	113.00	2.00	4.009904
nazi	victoire	1.00	113.00	1.00	4.703051
nazi	médical	1.00	113.00	4.00	3.316757
nazi	prendre	1.00	113.00	66.00	0.513397
nazi	voir	1.00	113.00	96.00	0.138703
nazi	rigoureux	1.00	113.00	1.00	4.703051
nazi	coder	1.00	113.00	1.00	4.703051
nazi	mondial	1.00	113.00	5.00	3.093614
nazi	bataille	1.00	113.00	5.00	3.093614
nazi	réussir	1.00	113.00	4.00	3.316757
nazi	concentration	1.00	113.00	1.00	4.703051
nazi	dire	2.00	113.00	99.00	0.801079
nazi	chasseur	1.00	113.00	1.00	4.703051
nazi	fusil	1.00	113.00	1.00	4.703051
nazi	attaquer	1.00	113.00	4.00	3.316757
nazi	hiver	1.00	113.00	2.00	4.009904
nazi	aryen	1.00	113.00	1.00	4.703051
nazi	sentir	1.00	113.00	12.00	2.218145
nazi	poursuite	1.00	113.00	8.00	2.623610
nazi	judiciaire	1.00	113.00	1.00	4.703051
nazi	donner	1.00	113.00	23.00	1.567557
nazi	calomnier	1.00	113.00	1.00	4.703051
yak	vivre	2.00	20.00	19.00	4.183415
yak	haut	1.00	20.00	6.00	4.642948
yak	décharger	1.00	20.00	1.00	6.434707
yak	montagne	1.00	20.00	10.00	4.132122
yak	devoir	1.00	20.00	58.00	2.374264
yak	courtier	1.00	20.00	1.00	6.434707
yak	équipement	1.00	20.00	2.00	5.741560
yak	pouvoir	1.00	20.00	199.00	1.141402
yak	océan	1.00	20.00	3.00	5.336095
yak	avoir	1.00	20.00	749.00	-0.184032
yak	médical	1.00	20.00	4.00	5.048413
yak	jour	1.00	20.00	27.00	3.138870
yak	plein	1.00	20.00	11.00	4.036812
yak	être	3.00	20.00	822.00	0.821579
yak	point	1.00	20.00	15.00	3.726657
yak	réceuillis	1.00	20.00	1.00	6.434707
yak	emmener	1.00	20.00	11.00	4.036812
oiseau	ver	1.00	1660.00	1.00	2.015866
oiseau	sommet	1.00	1660.00	1.00	2.015866
oiseau	informatique	1.00	1660.00	4.00	0.629572
oiseau	similaire	2.00	1660.00	2.00	2.015866
oiseau	voiture	1.00	1660.00	97.00	-2.558845
oiseau	pouvoir	23.00	1660.00	199.00	-0.141944
oiseau	règles	1.00	1660.00	2.00	1.322719
oiseau	par-ici	1.00	1660.00	1.00	2.015866
oiseau	oiseau	26.00	1660.00	30.00	1.872766
oiseau	devenir	4.00	1660.00	24.00	0.224107
oiseau	taille	2.00	1660.00	7.00	0.763103
oiseau	train	1.00	1660.00	22.00	-1.075176
oiseau	déformer	1.00	1660.00	1.00	2.015866
oiseau	bout	1.00	1660.00	8.00	-0.063575
oiseau	fait	3.00	1660.00	12.00	0.629572
oiseau	mettre	4.00	1660.00	36.00	-0.181358
oiseau	cheval	2.00	1660.00	22.00	-0.382029
oiseau	heurter	1.00	1660.00	2.00	1.322719
oiseau	empêcher	1.00	1660.00	4.00	0.629572
oiseau	expression	2.00	1660.00	2.00	2.015866
oiseau	personne	4.00	1660.00	36.00	-0.181358
oiseau	oxygène	1.00	1660.00	2.00	1.322719
oiseau	stochastique	1.00	1660.00	1.00	2.015866
oiseau	montrer	2.00	1660.00	16.00	-0.063575
oiseau	sein	1.00	1660.00	2.00	1.322719
oiseau	technologie	1.00	1660.00	4.00	0.629572
oiseau	vertébré	1.00	1660.00	1.00	2.015866
oiseau	dense	1.00	1660.00	3.00	0.917254
oiseau	domestique	2.00	1660.00	7.00	0.763103
oiseau	amoureux	1.00	1660.00	3.00	0.917254
oiseau	étudier	3.00	1660.00	7.00	1.168569
oiseau	revendre	1.00	1660.00	1.00	2.015866
oiseau	reproduire	1.00	1660.00	2.00	1.322719
oiseau	certain	1.00	1660.00	7.00	0.069956
oiseau	devrait-il	2.00	1660.00	2.00	2.015866
oiseau	lutter	1.00	1660.00	1.00	2.015866
oiseau	même	6.00	1660.00	27.00	0.511789
oiseau	année	4.00	1660.00	26.00	0.144064
oiseau	vitre	2.00	1660.00	3.00	1.610401
oiseau	puissant	1.00	1660.00	4.00	0.629572
oiseau	lieu	1.00	1660.00	10.00	-0.286719
oiseau	céréale	1.00	1660.00	1.00	2.015866
oiseau	spécial	1.00	1660.00	3.00	0.917254
oiseau	chinois	1.00	1660.00	13.00	-0.549083
oiseau	proie	1.00	1660.00	1.00	2.015866
oiseau	grenade	1.00	1660.00	1.00	2.015866
oiseau	obstacle	1.00	1660.00	3.00	0.917254
oiseau	inclure	2.00	1660.00	4.00	1.322719
oiseau	vague	2.00	1660.00	4.00	1.322719
oiseau	ensemble	1.00	1660.00	1.00	2.015866
oiseau	désorienter	1.00	1660.00	1.00	2.015866
oiseau	beau	1.00	1660.00	12.00	-0.469040
oiseau	feuillage	1.00	1660.00	1.00	2.015866
oiseau	dimension	1.00	1660.00	3.00	0.917254
oiseau	écorchure	2.00	1660.00	2.00	2.015866
oiseau	enfant	2.00	1660.00	17.00	-0.124200
oiseau	anti-bruits	1.00	1660.00	1.00	2.015866
oiseau	marin	5.00	1660.00	5.00	2.015866
oiseau	écouter	1.00	1660.00	5.00	0.406428
oiseau	psychologique	1.00	1660.00	1.00	2.015866
oiseau	naturel	1.00	1660.00	4.00	0.629572
oiseau	grenouille	2.00	1660.00	8.00	0.629572
oiseau	pays	3.00	1660.00	27.00	-0.181358
oiseau	cyprès	1.00	1660.00	1.00	2.015866
oiseau	photo	3.00	1660.00	24.00	-0.063575
oiseau	individuel	1.00	1660.00	3.00	0.917254
oiseau	réaliser	2.00	1660.00	3.00	1.610401
oiseau	modèle	3.00	1660.00	12.00	0.629572
oiseau	vie	4.00	1660.00	21.00	0.357638
oiseau	foot	1.00	1660.00	2.00	1.322719
oiseau	vif	2.00	1660.00	3.00	1.610401
oiseau	connaissance	1.00	1660.00	2.00	1.322719
oiseau	chauves-souris	3.00	1660.00	3.00	2.015866
oiseau	saisir	1.00	1660.00	1.00	2.015866
oiseau	tangara	1.00	1660.00	1.00	2.015866
oiseau	coexister	1.00	1660.00	1.00	2.015866
oiseau	temps	4.00	1660.00	29.00	0.034865
oiseau	isoler	1.00	1660.00	1.00	2.015866
oiseau	engendrer	1.00	1660.00	1.00	2.015866
oiseau	réalité	1.00	1660.00	3.00	0.917254
oiseau	écouteur	1.00	1660.00	1.00	2.015866
oiseau	exister	1.00	1660.00	6.00	0.224107
oiseau	courir	2.00	1660.00	6.00	0.917254
oiseau	diriger	1.00	1660.00	6.00	0.224107
oiseau	seul	5.00	1660.00	25.00	0.406428
oiseau	jardin	1.00	1660.00	2.00	1.322719
oiseau	hydrographique	1.00	1660.00	1.00	2.015866
oiseau	mourir	6.00	1660.00	18.00	0.917254
oiseau	percevoir	1.00	1660.00	1.00	2.015866
oiseau	prédateur	2.00	1660.00	3.00	1.610401
oiseau	voir	13.00	1660.00	96.00	0.016468
oiseau	conseil	1.00	1660.00	1.00	2.015866
oiseau	semer	1.00	1660.00	1.00	2.015866
oiseau	fournir	1.00	1660.00	4.00	0.629572
oiseau	causer	1.00	1660.00	3.00	0.917254
oiseau	explication	1.00	1660.00	1.00	2.015866
oiseau	continueraient-ils	1.00	1660.00	1.00	2.015866
oiseau	moqueur	14.00	1660.00	14.00	2.015866
oiseau	poule	1.00	1660.00	1.00	2.015866
oiseau	prochain	1.00	1660.00	4.00	0.629572
oiseau	regarder	2.00	1660.00	28.00	-0.623191
oiseau	pêche	1.00	1660.00	1.00	2.015866
oiseau	blanc	2.00	1660.00	12.00	0.224107
oiseau	virus	5.00	1660.00	7.00	1.679394
oiseau	porteur	2.00	1660.00	3.00	1.610401
oiseau	changer	1.00	1660.00	12.00	-0.469040
oiseau	série	1.00	1660.00	8.00	-0.063575
oiseau	perroquet	1.00	1660.00	1.00	2.015866
oiseau	mangeoire	1.00	1660.00	1.00	2.015866
oiseau	mouche	1.00	1660.00	1.00	2.015866
oiseau	zone	1.00	1660.00	13.00	-0.549083
oiseau	preuve	1.00	1660.00	1.00	2.015866
oiseau	zéro	1.00	1660.00	3.00	0.917254
oiseau	abeille	12.00	1660.00	13.00	1.935824
oiseau	calcium	1.00	1660.00	1.00	2.015866
oiseau	aile	8.00	1660.00	17.00	1.262095
oiseau	nourrir	3.00	1660.00	6.00	1.322719
oiseau	avertir	1.00	1660.00	1.00	2.015866
oiseau	donner	3.00	1660.00	23.00	-0.021016
oiseau	chasser	3.00	1660.00	3.00	2.015866
oiseau	vue	1.00	1660.00	6.00	0.224107
oiseau	respiration	1.00	1660.00	1.00	2.015866
oiseau	mot	1.00	1660.00	9.00	-0.181358
oiseau	concert	1.00	1660.00	2.00	1.322719
oiseau	vertical	1.00	1660.00	3.00	0.917254
oiseau	secourir	1.00	1660.00	1.00	2.015866
oiseau	grippe	1.00	1660.00	1.00	2.015866
oiseau	recycler	1.00	1660.00	2.00	1.322719
oiseau	vert	3.00	1660.00	8.00	1.035037
oiseau	masse	2.00	1660.00	8.00	0.629572
oiseau	rendre	1.00	1660.00	16.00	-0.756722
oiseau	commencer	3.00	1660.00	33.00	-0.382029
oiseau	principal	1.00	1660.00	5.00	0.406428
oiseau	envoler	1.00	1660.00	3.00	0.917254
oiseau	nuit	3.00	1660.00	8.00	1.035037
oiseau	incroyable	3.00	1660.00	6.00	1.322719
oiseau	rouge	3.00	1660.00	12.00	0.629572
oiseau	insecte	7.00	1660.00	11.00	1.563881
oiseau	raison	1.00	1660.00	4.00	0.629572
oiseau	présence	1.00	1660.00	1.00	2.015866
oiseau	bénéfique	1.00	1660.00	2.00	1.322719
oiseau	table	1.00	1660.00	2.00	1.322719
oiseau	cours	1.00	1660.00	5.00	0.406428
oiseau	mutation	1.00	1660.00	1.00	2.015866
oiseau	est	1.00	1660.00	7.00	0.069956
oiseau	cocktail	2.00	1660.00	2.00	2.015866
oiseau	fourmi	2.00	1660.00	2.00	2.015866
oiseau	concentrez-vous	1.00	1660.00	1.00	2.015866
oiseau	fascinant	1.00	1660.00	1.00	2.015866
oiseau	maison	1.00	1660.00	32.00	-1.449869
oiseau	quartier	2.00	1660.00	5.00	1.099576
oiseau	sanctuaire	1.00	1660.00	1.00	2.015866
oiseau	interaction	1.00	1660.00	1.00	2.015866
oiseau	impression	2.00	1660.00	5.00	1.099576
oiseau	transformer	1.00	1660.00	12.00	-0.469040
oiseau	arche	1.00	1660.00	1.00	2.015866
oiseau	final	1.00	1660.00	1.00	2.015866
oiseau	repartir	1.00	1660.00	2.00	1.322719
oiseau	humain	8.00	1660.00	18.00	1.204936
oiseau	venir	12.00	1660.00	59.00	0.423236
oiseau	jeune	1.00	1660.00	6.00	0.224107
oiseau	plupart	3.00	1660.00	6.00	1.322719
oiseau	être	113.00	1660.00	822.00	0.031514
oiseau	exposer	1.00	1660.00	3.00	0.917254
oiseau	malade	1.00	1660.00	2.00	1.322719
oiseau	centaine	1.00	1660.00	6.00	0.224107
oiseau	posséder	4.00	1660.00	12.00	0.917254
oiseau	nager	2.00	1660.00	2.00	2.015866
oiseau	fredonner	1.00	1660.00	1.00	2.015866
oiseau	faucon	2.00	1660.00	2.00	2.015866
oiseau	majeur	1.00	1660.00	1.00	2.015866
oiseau	sauter	4.00	1660.00	11.00	1.004266
oiseau	utilisation	1.00	1660.00	5.00	0.406428
oiseau	démener	1.00	1660.00	1.00	2.015866
oiseau	télescope	1.00	1660.00	1.00	2.015866
oiseau	sourire	1.00	1660.00	3.00	0.917254
oiseau	impact	1.00	1660.00	3.00	0.917254
oiseau	identifier	1.00	1660.00	2.00	1.322719
oiseau	japonais	2.00	1660.00	4.00	1.322719
oiseau	long	1.00	1660.00	3.00	0.917254
oiseau	prairie	3.00	1660.00	4.00	1.728184
oiseau	crier	1.00	1660.00	1.00	2.015866
oiseau	fleur	3.00	1660.00	5.00	1.505041
oiseau	savoir	5.00	1660.00	46.00	-0.203337
oiseau	crête	1.00	1660.00	2.00	1.322719
oiseau	image	3.00	1660.00	10.00	0.811894
oiseau	observer	2.00	1660.00	8.00	0.629572
oiseau	reptile	2.00	1660.00	3.00	1.610401
oiseau	apaiser	1.00	1660.00	1.00	2.015866
oiseau	gauche	1.00	1660.00	7.00	0.069956
oiseau	bec	1.00	1660.00	1.00	2.015866
oiseau	génome	1.00	1660.00	1.00	2.015866
oiseau	fin	5.00	1660.00	15.00	0.917254
oiseau	prendre	6.00	1660.00	66.00	-0.382029
oiseau	protéger	3.00	1660.00	5.00	1.505041
oiseau	monde	9.00	1660.00	64.00	0.054208
oiseau	trace	1.00	1660.00	1.00	2.015866
oiseau	arbre	5.00	1660.00	11.00	1.227409
oiseau	biodiversité	1.00	1660.00	1.00	2.015866
oiseau	moineau	1.00	1660.00	1.00	2.015866
oiseau	mortel	1.00	1660.00	1.00	2.015866
oiseau	sol	1.00	1660.00	9.00	-0.181358
oiseau	apprendre	4.00	1660.00	11.00	1.004266
oiseau	dire	9.00	1660.00	99.00	-0.382029
oiseau	hamac	1.00	1660.00	1.00	2.015866
oiseau	hirondelle	1.00	1660.00	1.00	2.015866
oiseau	meurtrier	1.00	1660.00	1.00	2.015866
oiseau	battre	1.00	1660.00	8.00	-0.063575
oiseau	son	2.00	1660.00	7.00	0.763103
oiseau	système	1.00	1660.00	11.00	-0.382029
oiseau	branche	1.00	1660.00	1.00	2.015866
oiseau	penser	6.00	1660.00	29.00	0.440330
oiseau	décharge	1.00	1660.00	1.00	2.015866
oiseau	taux	1.00	1660.00	2.00	1.322719
oiseau	croître	1.00	1660.00	1.00	2.015866
oiseau	créer	1.00	1660.00	21.00	-1.028656
oiseau	symbolique	1.00	1660.00	1.00	2.015866
oiseau	plaine	3.00	1660.00	3.00	2.015866
oiseau	Institute	1.00	1660.00	1.00	2.015866
oiseau	importer	5.00	1660.00	26.00	0.367208
oiseau	couverture	1.00	1660.00	2.00	1.322719
oiseau	proximité	1.00	1660.00	2.00	1.322719
oiseau	plongeur	1.00	1660.00	1.00	2.015866
oiseau	dissoner	1.00	1660.00	1.00	2.015866
oiseau	science	1.00	1660.00	3.00	0.917254
oiseau	charger	1.00	1660.00	6.00	0.224107
oiseau	Nord	3.00	1660.00	6.00	1.322719
oiseau	pèlerin	1.00	1660.00	1.00	2.015866
oiseau	espace	1.00	1660.00	10.00	-0.286719
oiseau	migrer	4.00	1660.00	4.00	2.015866
oiseau	volant	1.00	1660.00	11.00	-0.382029
oiseau	agile	1.00	1660.00	1.00	2.015866
oiseau	plein	3.00	1660.00	11.00	0.716583
oiseau	immeuble	1.00	1660.00	5.00	0.406428
oiseau	traverser	2.00	1660.00	10.00	0.406428
oiseau	tronc	1.00	1660.00	1.00	2.015866
oiseau	éléphant	1.00	1660.00	3.00	0.917254
oiseau	vivant	1.00	1660.00	6.00	0.224107
oiseau	patte	2.00	1660.00	5.00	1.099576
oiseau	clé	1.00	1660.00	4.00	0.629572
oiseau	an	5.00	1660.00	50.00	-0.286719
oiseau	bison	2.00	1660.00	2.00	2.015866
oiseau	vouloir	2.00	1660.00	56.00	-1.316338
oiseau	obtenir	1.00	1660.00	11.00	-0.382029
oiseau	vulnérable	1.00	1660.00	2.00	1.322719
oiseau	millier	2.00	1660.00	9.00	0.511789
oiseau	utiliser	3.00	1660.00	49.00	-0.777342
oiseau	mort	1.00	1660.00	7.00	0.069956
oiseau	fois	4.00	1660.00	32.00	-0.063575
oiseau	offensant	1.00	1660.00	1.00	2.015866
oiseau	vol.	1.00	1660.00	1.00	2.015866
oiseau	écosystème	1.00	1660.00	3.00	0.917254
oiseau	splendide	1.00	1660.00	1.00	2.015866
oiseau	balancier	1.00	1660.00	1.00	2.015866
oiseau	site	1.00	1660.00	3.00	0.917254
oiseau	volée	1.00	1660.00	1.00	2.015866
oiseau	spatial	1.00	1660.00	4.00	0.629572
oiseau	bleu	2.00	1660.00	6.00	0.917254
oiseau	gros	1.00	1660.00	19.00	-0.928573
oiseau	plonger	1.00	1660.00	2.00	1.322719
oiseau	point	2.00	1660.00	15.00	0.000963
oiseau	serpent	2.00	1660.00	8.00	0.629572
oiseau	divaguer	1.00	1660.00	1.00	2.015866
oiseau	île	2.00	1660.00	5.00	1.099576
oiseau	ressembler	5.00	1660.00	28.00	0.293100
oiseau	rare	3.00	1660.00	4.00	1.728184
oiseau	composer	1.00	1660.00	4.00	0.629572
oiseau	différent	3.00	1660.00	25.00	-0.104397
oiseau	étoile	2.00	1660.00	4.00	1.322719
oiseau	intelligent	2.00	1660.00	4.00	1.322719
oiseau	côte	2.00	1660.00	3.00	1.610401
oiseau	nidification	1.00	1660.00	1.00	2.015866
oiseau	flottant	2.00	1660.00	2.00	2.015866
oiseau	stockage	1.00	1660.00	1.00	2.015866
oiseau	chant	9.00	1660.00	11.00	1.815196
oiseau	juste	5.00	1660.00	20.00	0.629572
oiseau	avoir	95.00	1660.00	749.00	-0.048996
oiseau	possible	1.00	1660.00	5.00	0.406428
oiseau	barre	1.00	1660.00	3.00	0.917254
oiseau	effet	1.00	1660.00	5.00	0.406428
oiseau	cerveau	2.00	1660.00	5.00	1.099576
oiseau	embrasser	1.00	1660.00	3.00	0.917254
oiseau	suite	1.00	1660.00	5.00	0.406428
oiseau	longueur	1.00	1660.00	1.00	2.015866
oiseau	différence	1.00	1660.00	4.00	0.629572
oiseau	oreille	1.00	1660.00	4.00	0.629572
oiseau	biodégradation	1.00	1660.00	1.00	2.015866
oiseau	livre	1.00	1660.00	9.00	-0.181358
oiseau	journée	1.00	1660.00	3.00	0.917254
oiseau	anti-homme	1.00	1660.00	1.00	2.015866
oiseau	jumelle	1.00	1660.00	1.00	2.015866
oiseau	aiguille	1.00	1660.00	3.00	0.917254
oiseau	apprécier	1.00	1660.00	2.00	1.322719
oiseau	est-ce	1.00	1660.00	8.00	-0.063575
oiseau	général	1.00	1660.00	9.00	-0.181358
oiseau	nul	1.00	1660.00	3.00	0.917254
oiseau	emballer	1.00	1660.00	1.00	2.015866
oiseau	direction	1.00	1660.00	8.00	-0.063575
oiseau	plante	3.00	1660.00	5.00	1.505041
oiseau	diminuer	1.00	1660.00	4.00	0.629572
oiseau	entier	3.00	1660.00	15.00	0.406428
oiseau	décès	1.00	1660.00	2.00	1.322719
oiseau	messe	1.00	1660.00	1.00	2.015866
oiseau	jour	2.00	1660.00	27.00	-0.586823
oiseau	sac	1.00	1660.00	2.00	1.322719
oiseau	MCs	1.00	1660.00	1.00	2.015866
oiseau	entend-on	1.00	1660.00	1.00	2.015866
oiseau	grand	2.00	1660.00	38.00	-0.928573
oiseau	abattre	1.00	1660.00	2.00	1.322719
oiseau	ouvrier	1.00	1660.00	1.00	2.015866
oiseau	crocodile	1.00	1660.00	3.00	0.917254
oiseau	représentatif	1.00	1660.00	1.00	2.015866
oiseau	choc	1.00	1660.00	4.00	0.629572
oiseau	sentir	1.00	1660.00	12.00	-0.469040
oiseau	Sinornis	1.00	1660.00	1.00	2.015866
oiseau	chemin	1.00	1660.00	7.00	0.069956
oiseau	barrière	2.00	1660.00	4.00	1.322719
oiseau	nid	1.00	1660.00	1.00	2.015866
oiseau	séquence	1.00	1660.00	2.00	1.322719
oiseau	dioxyde	1.00	1660.00	2.00	1.322719
oiseau	sifflement	1.00	1660.00	1.00	2.015866
oiseau	écraser	3.00	1660.00	15.00	0.406428
oiseau	dégradant	1.00	1660.00	1.00	2.015866
oiseau	déloger	1.00	1660.00	1.00	2.015866
oiseau	golfe	1.00	1660.00	1.00	2.015866
oiseau	nouveau	2.00	1660.00	32.00	-0.756722
oiseau	nourriture	1.00	1660.00	6.00	0.224107
oiseau	parade	1.00	1660.00	1.00	2.015866
oiseau	reproduction	1.00	1660.00	1.00	2.015866
oiseau	interagir	1.00	1660.00	2.00	1.322719
oiseau	Groenland	1.00	1660.00	1.00	2.015866
oiseau	tige	1.00	1660.00	1.00	2.015866
