target	context	f_tc	f_t	f_c	pmi
oiseau	discuter	1.00	1660.00	2.00	1.322719
oiseau	coin-coin	1.00	1660.00	1.00	2.015866
oiseau	finir	2.00	1660.00	10.00	0.406428
oiseau	problème	2.00	1660.00	9.00	0.511789
oiseau	falaise	2.00	1660.00	2.00	2.015866
oiseau	élever	1.00	1660.00	11.00	-0.382029
oiseau	moment	2.00	1660.00	12.00	0.224107
oiseau	azur	1.00	1660.00	1.00	2.015866
oiseau	monstre	2.00	1660.00	2.00	2.015866
oiseau	menace	1.00	1660.00	1.00	2.015866
oiseau	nature	5.00	1660.00	8.00	1.545863
oiseau	prétendre	1.00	1660.00	3.00	0.917254
oiseau	regrouper	1.00	1660.00	3.00	0.917254
oiseau	possibilité	1.00	1660.00	5.00	0.406428
oiseau	réunir	1.00	1660.00	3.00	0.917254
oiseau	bocal	2.00	1660.00	2.00	2.015866
oiseau	aujourd'	1.00	1660.00	12.00	-0.469040
oiseau	découvrir	2.00	1660.00	9.00	0.511789
oiseau	idée	1.00	1660.00	13.00	-0.549083
oiseau	larme	1.00	1660.00	1.00	2.015866
oiseau	occuper	1.00	1660.00	4.00	0.629572
oiseau	revenir	2.00	1660.00	8.00	0.629572
oiseau	reprise	1.00	1660.00	1.00	2.015866
oiseau	poser	1.00	1660.00	10.00	-0.286719
oiseau	bizarre	1.00	1660.00	1.00	2.015866
oiseau	exemple	11.00	1660.00	24.00	1.235708
oiseau	ptérodactyle	1.00	1660.00	1.00	2.015866
oiseau	relation	1.00	1660.00	4.00	0.629572
oiseau	trouver	5.00	1660.00	41.00	-0.088268
oiseau	aimer	3.00	1660.00	11.00	0.716583
oiseau	efficace	1.00	1660.00	9.00	-0.181358
oiseau	arriver	3.00	1660.00	21.00	0.069956
oiseau	esprit	1.00	1660.00	4.00	0.629572
oiseau	dégouliner	1.00	1660.00	1.00	2.015866
oiseau	fenêtre	4.00	1660.00	6.00	1.610401
oiseau	mineur	1.00	1660.00	1.00	2.015866
oiseau	carbone	1.00	1660.00	4.00	0.629572
oiseau	journal	1.00	1660.00	3.00	0.917254
oiseau	migrateur	8.00	1660.00	8.00	2.015866
oiseau	mortalité	1.00	1660.00	1.00	2.015866
oiseau	étourneau	3.00	1660.00	3.00	2.015866
oiseau	déchirer	1.00	1660.00	3.00	0.917254
oiseau	marché	1.00	1660.00	8.00	-0.063575
oiseau	papier	3.00	1660.00	8.00	1.035037
oiseau	diurne	1.00	1660.00	1.00	2.015866
oiseau	frapper	2.00	1660.00	3.00	1.610401
oiseau	tribu	1.00	1660.00	3.00	0.917254
oiseau	battement	1.00	1660.00	1.00	2.015866
oiseau	défaire	1.00	1660.00	1.00	2.015866
oiseau	adapter	2.00	1660.00	8.00	0.629572
oiseau	est-il	1.00	1660.00	4.00	0.629572
oiseau	sous-marines	1.00	1660.00	1.00	2.015866
oiseau	habiter	1.00	1660.00	4.00	0.629572
oiseau	père	1.00	1660.00	6.00	0.224107
oiseau	opération	1.00	1660.00	2.00	1.322719
oiseau	jeter	3.00	1660.00	6.00	1.322719
oiseau	bruit	4.00	1660.00	10.00	1.099576
oiseau	récupérer	1.00	1660.00	3.00	0.917254
oiseau	vivre	2.00	1660.00	19.00	-0.235425
oiseau	biche	1.00	1660.00	1.00	2.015866
oiseau	associer	1.00	1660.00	2.00	1.322719
oiseau	originaire	1.00	1660.00	1.00	2.015866
oiseau	page	1.00	1660.00	1.00	2.015866
oiseau	couine	2.00	1660.00	2.00	2.015866
oiseau	main	5.00	1660.00	12.00	1.140398
oiseau	matin	3.00	1660.00	7.00	1.168569
oiseau	peine	1.00	1660.00	4.00	0.629572
oiseau	municipal	1.00	1660.00	1.00	2.015866
oiseau	retrouver	2.00	1660.00	5.00	1.099576
oiseau	connaître	1.00	1660.00	11.00	-0.382029
oiseau	cas	2.00	1660.00	6.00	0.917254
oiseau	asseoir	1.00	1660.00	15.00	-0.692184
oiseau	entendre	6.00	1660.00	23.00	0.672132
oiseau	faune	1.00	1660.00	2.00	1.322719
oiseau	attaquer	1.00	1660.00	4.00	0.629572
oiseau	conscient	1.00	1660.00	1.00	2.015866
oiseau	capable	4.00	1660.00	10.00	1.099576
oiseau	sud	2.00	1660.00	6.00	0.917254
oiseau	racine	1.00	1660.00	1.00	2.015866
oiseau	nettoyer	2.00	1660.00	3.00	1.610401
oiseau	répandre	1.00	1660.00	3.00	0.917254
oiseau	taper	1.00	1660.00	2.00	1.322719
oiseau	homme	3.00	1660.00	23.00	-0.021016
oiseau	laisser	1.00	1660.00	9.00	-0.181358
oiseau	cause	1.00	1660.00	3.00	0.917254
oiseau	pandémie	2.00	1660.00	2.00	2.015866
oiseau	apparaître	2.00	1660.00	3.00	1.610401
oiseau	corps	1.00	1660.00	10.00	-0.286719
oiseau	allusion	1.00	1660.00	1.00	2.015866
oiseau	appeler	7.00	1660.00	21.00	0.917254
oiseau	polyglottos	1.00	1660.00	1.00	2.015866
oiseau	réseau	1.00	1660.00	10.00	-0.286719
oiseau	œil	2.00	1660.00	10.00	0.406428
oiseau	solution	1.00	1660.00	1.00	2.015866
oiseau	moderne	1.00	1660.00	3.00	0.917254
oiseau	réagir	1.00	1660.00	3.00	0.917254
oiseau	déclencher	1.00	1660.00	3.00	0.917254
oiseau	fonction	1.00	1660.00	3.00	0.917254
oiseau	rôle	1.00	1660.00	2.00	1.322719
oiseau	lever	1.00	1660.00	4.00	0.629572
oiseau	tenter	1.00	1660.00	3.00	0.917254
oiseau	plate-forme	1.00	1660.00	1.00	2.015866
oiseau	gagner	1.00	1660.00	7.00	0.069956
oiseau	tropique	1.00	1660.00	1.00	2.015866
oiseau	saturer	1.00	1660.00	1.00	2.015866
oiseau	début	2.00	1660.00	11.00	0.311118
oiseau	scientifique	1.00	1660.00	4.00	0.629572
oiseau	dinosaure	6.00	1660.00	7.00	1.861716
oiseau	critiquer	1.00	1660.00	2.00	1.322719
oiseau	souche	1.00	1660.00	1.00	2.015866
oiseau	moitié	1.00	1660.00	6.00	0.224107
oiseau	essayer	4.00	1660.00	23.00	0.266667
oiseau	religioso	1.00	1660.00	1.00	2.015866
oiseau	vide	1.00	1660.00	2.00	1.322719
oiseau	central	1.00	1660.00	5.00	0.406428
oiseau	fou	1.00	1660.00	4.00	0.629572
oiseau	sujet	1.00	1660.00	4.00	0.629572
oiseau	accomplir	1.00	1660.00	1.00	2.015866
oiseau	plume	1.00	1660.00	2.00	1.322719
oiseau	miracle	1.00	1660.00	1.00	2.015866
oiseau	paix	1.00	1660.00	1.00	2.015866
oiseau	larve	1.00	1660.00	1.00	2.015866
oiseau	petit	9.00	1660.00	44.00	0.428901
oiseau	émergence	1.00	1660.00	1.00	2.015866
oiseau	détesteuses	1.00	1660.00	1.00	2.015866
oiseau	endommager	1.00	1660.00	1.00	2.015866
oiseau	décrire	1.00	1660.00	6.00	0.224107
oiseau	étrange	2.00	1660.00	8.00	0.629572
oiseau	réglage	2.00	1660.00	2.00	2.015866
oiseau	conséquent	1.00	1660.00	2.00	1.322719
oiseau	amphibiens	2.00	1660.00	3.00	1.610401
oiseau	histoire	2.00	1660.00	11.00	0.311118
oiseau	tiers	1.00	1660.00	2.00	1.322719
oiseau	chercher	1.00	1660.00	6.00	0.224107
oiseau	alimenter	1.00	1660.00	3.00	0.917254
oiseau	truc	4.00	1660.00	8.00	1.322719
oiseau	poisson	7.00	1660.00	10.00	1.659191
oiseau	tendance	3.00	1660.00	4.00	1.728184
oiseau	nicher	1.00	1660.00	1.00	2.015866
oiseau	tête	1.00	1660.00	7.00	0.069956
oiseau	épisode	1.00	1660.00	1.00	2.015866
oiseau	perdre	1.00	1660.00	9.00	-0.181358
oiseau	graine	2.00	1660.00	2.00	2.015866
oiseau	attraper	1.00	1660.00	2.00	1.322719
oiseau	murmure	2.00	1660.00	2.00	2.015866
oiseau	traumatiser	1.00	1660.00	1.00	2.015866
oiseau	ligne	1.00	1660.00	9.00	-0.181358
oiseau	genre	4.00	1660.00	14.00	0.763103
oiseau	ptérosaures	1.00	1660.00	1.00	2.015866
oiseau	corniche	1.00	1660.00	1.00	2.015866
oiseau	creux	1.00	1660.00	1.00	2.015866
oiseau	développer	2.00	1660.00	9.00	0.511789
oiseau	remplir	1.00	1660.00	4.00	0.629572
oiseau	accumuler	1.00	1660.00	1.00	2.015866
oiseau	inhabituel	1.00	1660.00	3.00	0.917254
oiseau	million	3.00	1660.00	16.00	0.341890
oiseau	citadin	1.00	1660.00	2.00	1.322719
oiseau	façon	5.00	1660.00	12.00	1.140398
oiseau	ficher	1.00	1660.00	1.00	2.015866
oiseau	sauver	2.00	1660.00	11.00	0.311118
oiseau	bestiaux	1.00	1660.00	1.00	2.015866
oiseau	bactérie	1.00	1660.00	1.00	2.015866
oiseau	large	1.00	1660.00	2.00	1.322719
oiseau	présent	1.00	1660.00	6.00	0.224107
oiseau	ange	2.00	1660.00	2.00	2.015866
oiseau	acheter	2.00	1660.00	24.00	-0.469040
oiseau	bon	3.00	1660.00	24.00	-0.063575
oiseau	fort	1.00	1660.00	4.00	0.629572
oiseau	rudimentaire	1.00	1660.00	1.00	2.015866
oiseau	subatomique	1.00	1660.00	1.00	2.015866
oiseau	apporter	1.00	1660.00	3.00	0.917254
oiseau	strident	1.00	1660.00	1.00	2.015866
oiseau	boréal	1.00	1660.00	1.00	2.015866
oiseau	autre	11.00	1660.00	66.00	0.224107
oiseau	gens	7.00	1660.00	39.00	0.298215
oiseau	banc	3.00	1660.00	3.00	2.015866
oiseau	dernier	3.00	1660.00	23.00	-0.021016
oiseau	fils	1.00	1660.00	4.00	0.629572
oiseau	cool	1.00	1660.00	2.00	1.322719
oiseau	type	2.00	1660.00	15.00	0.000963
oiseau	mach	1.00	1660.00	1.00	2.015866
oiseau	parvenir	1.00	1660.00	2.00	1.322719
oiseau	célèbre	1.00	1660.00	2.00	1.322719
oiseau	menacer	2.00	1660.00	6.00	0.917254
oiseau	verre	3.00	1660.00	4.00	1.728184
oiseau	parents	1.00	1660.00	2.00	1.322719
oiseau	nom	1.00	1660.00	7.00	0.069956
oiseau	tandem	1.00	1660.00	1.00	2.015866
oiseau	planter	1.00	1660.00	4.00	0.629572
oiseau	stresser	1.00	1660.00	1.00	2.015866
oiseau	contribuer	1.00	1660.00	3.00	0.917254
oiseau	fil	1.00	1660.00	6.00	0.224107
oiseau	tourner	1.00	1660.00	7.00	0.069956
oiseau	propre	1.00	1660.00	19.00	-0.928573
oiseau	ruisseau	1.00	1660.00	4.00	0.629572
oiseau	magnifique	1.00	1660.00	4.00	0.629572
oiseau	particulier	1.00	1660.00	6.00	0.224107
oiseau	pesticide	1.00	1660.00	1.00	2.015866
oiseau	sphinx	8.00	1660.00	8.00	2.015866
oiseau	mousse	1.00	1660.00	1.00	2.015866
oiseau	intituler	1.00	1660.00	3.00	0.917254
oiseau	partir	1.00	1660.00	13.00	-0.549083
oiseau	mobilité	1.00	1660.00	3.00	0.917254
oiseau	mammifère	3.00	1660.00	3.00	2.015866
oiseau	pigeon	1.00	1660.00	1.00	2.015866
oiseau	armée	1.00	1660.00	4.00	0.629572
oiseau	frottement	1.00	1660.00	1.00	2.015866
oiseau	jouet	2.00	1660.00	2.00	2.015866
oiseau	responsable	1.00	1660.00	1.00	2.015866
oiseau	hui	1.00	1660.00	14.00	-0.623191
oiseau	corbeau	2.00	1660.00	2.00	2.015866
oiseau	chanson	1.00	1660.00	6.00	0.224107
oiseau	guêpier	1.00	1660.00	1.00	2.015866
oiseau	gestation	2.00	1660.00	2.00	2.015866
oiseau	arrêter	1.00	1660.00	19.00	-0.928573
oiseau	canard	1.00	1660.00	2.00	1.322719
oiseau	instantané	1.00	1660.00	3.00	0.917254
oiseau	fondamental	1.00	1660.00	1.00	2.015866
oiseau	développement	1.00	1660.00	5.00	0.406428
oiseau	colonie	3.00	1660.00	3.00	2.015866
oiseau	génération	1.00	1660.00	3.00	0.917254
oiseau	côtier	1.00	1660.00	1.00	2.015866
oiseau	sorte	7.00	1660.00	16.00	1.189188
oiseau	cacophonie	1.00	1660.00	1.00	2.015866
oiseau	aspect	1.00	1660.00	2.00	1.322719
oiseau	accroissement	1.00	1660.00	1.00	2.015866
oiseau	dauphin	3.00	1660.00	5.00	1.505041
oiseau	agir	3.00	1660.00	8.00	1.035037
oiseau	électronique	1.00	1660.00	7.00	0.069956
oiseau	casoar	1.00	1660.00	1.00	2.015866
oiseau	éparpillez-les	1.00	1660.00	1.00	2.015866
oiseau	démon	1.00	1660.00	1.00	2.015866
oiseau	papillon	5.00	1660.00	8.00	1.545863
oiseau	provenir	1.00	1660.00	4.00	0.629572
oiseau	Sud	1.00	1660.00	5.00	0.406428
oiseau	coopératif	1.00	1660.00	1.00	2.015866
oiseau	chose	6.00	1660.00	60.00	-0.286719
oiseau	soleil	1.00	1660.00	2.00	1.322719
oiseau	endroit	1.00	1660.00	21.00	-1.028656
oiseau	observateur	1.00	1660.00	1.00	2.015866
oiseau	fouisseur	1.00	1660.00	1.00	2.015866
oiseau	besoin	3.00	1660.00	19.00	0.170040
oiseau	transporter	1.00	1660.00	5.00	0.406428
oiseau	Internet	1.00	1660.00	6.00	0.224107
oiseau	rassembler	1.00	1660.00	4.00	0.629572
oiseau	retour	1.00	1660.00	6.00	0.224107
oiseau	aquatique	3.00	1660.00	3.00	2.015866
oiseau	caverne	2.00	1660.00	2.00	2.015866
oiseau	maquette	1.00	1660.00	1.00	2.015866
oiseau	remplacer	1.00	1660.00	5.00	0.406428
oiseau	vitesse	1.00	1660.00	13.00	-0.549083
oiseau	amateur	2.00	1660.00	3.00	1.610401
oiseau	croyance	1.00	1660.00	1.00	2.015866
oiseau	parler	1.00	1660.00	32.00	-1.449869
oiseau	événement	2.00	1660.00	4.00	1.322719
oiseau	voie	2.00	1660.00	7.00	0.763103
oiseau	voler	19.00	1660.00	43.00	1.199105
oiseau	manger	6.00	1660.00	18.00	0.917254
oiseau	communication	2.00	1660.00	3.00	1.610401
oiseau	important	4.00	1660.00	19.00	0.457722
oiseau	disparition	1.00	1660.00	1.00	2.015866
oiseau	lancer	1.00	1660.00	11.00	-0.382029
oiseau	superbe	1.00	1660.00	3.00	0.917254
oiseau	dégoûtant	1.00	1660.00	1.00	2.015866
oiseau	rester	2.00	1660.00	10.00	0.406428
oiseau	inhabité	1.00	1660.00	1.00	2.015866
oiseau	enrôler	1.00	1660.00	2.00	1.322719
oiseau	hypnotique	1.00	1660.00	2.00	1.322719
oiseau	faire	23.00	1660.00	191.00	-0.100913
oiseau	freux	1.00	1660.00	1.00	2.015866
oiseau	passer	5.00	1660.00	47.00	-0.224843
oiseau	mazouter	2.00	1660.00	2.00	2.015866
oiseau	tropical	1.00	1660.00	2.00	1.322719
oiseau	récompense	1.00	1660.00	2.00	1.322719
oiseau	disponible	1.00	1660.00	7.00	0.069956
oiseau	rapport	3.00	1660.00	11.00	0.716583
oiseau	mer	1.00	1660.00	4.00	0.629572
oiseau	organiser	2.00	1660.00	4.00	1.322719
oiseau	chassé	1.00	1660.00	1.00	2.015866
oiseau	danger	1.00	1660.00	2.00	1.322719
oiseau	intérêt	2.00	1660.00	3.00	1.610401
oiseau	lier	1.00	1660.00	2.00	1.322719
oiseau	tenir	1.00	1660.00	3.00	0.917254
oiseau	ouvrir	3.00	1660.00	7.00	1.168569
oiseau	terrible	1.00	1660.00	3.00	0.917254
oiseau	pomper	2.00	1660.00	2.00	2.015866
oiseau	chanteur	3.00	1660.00	3.00	2.015866
oiseau	relâcher	1.00	1660.00	1.00	2.015866
oiseau	tas	2.00	1660.00	4.00	1.322719
oiseau	essaim	2.00	1660.00	2.00	2.015866
oiseau	apportez-les	1.00	1660.00	1.00	2.015866
oiseau	état	1.00	1660.00	12.00	-0.469040
oiseau	modifier	1.00	1660.00	2.00	1.322719
oiseau	réfléchir	1.00	1660.00	3.00	0.917254
oiseau	savane	1.00	1660.00	1.00	2.015866
oiseau	border	1.00	1660.00	1.00	2.015866
oiseau	paradis	3.00	1660.00	3.00	2.015866
oiseau	marcher	2.00	1660.00	19.00	-0.235425
oiseau	lumière	2.00	1660.00	7.00	0.763103
oiseau	limiter	1.00	1660.00	2.00	1.322719
oiseau	précis	1.00	1660.00	3.00	0.917254
oiseau	sauvage	7.00	1660.00	10.00	1.659191
oiseau	dimanche	1.00	1660.00	1.00	2.015866
oiseau	bâtiment	2.00	1660.00	4.00	1.322719
oiseau	roche	1.00	1660.00	1.00	2.015866
oiseau	grandir	3.00	1660.00	7.00	1.168569
oiseau	cri	2.00	1660.00	2.00	2.015866
oiseau	chanter	3.00	1660.00	8.00	1.035037
oiseau	vol	5.00	1660.00	14.00	0.986247
oiseau	ville	1.00	1660.00	22.00	-1.075176
oiseau	époque	5.00	1660.00	9.00	1.428080
oiseau	tortue	3.00	1660.00	3.00	2.015866
oiseau	archéoptéryx	1.00	1660.00	1.00	2.015866
oiseau	joie	1.00	1660.00	3.00	0.917254
oiseau	flop	2.00	1660.00	2.00	2.015866
oiseau	comprendre	6.00	1660.00	16.00	1.035037
oiseau	résistant	1.00	1660.00	1.00	2.015866
oiseau	alarme	1.00	1660.00	2.00	1.322719
oiseau	inférieur	1.00	1660.00	1.00	2.015866
oiseau	énergie	1.00	1660.00	16.00	-0.756722
oiseau	clôture	1.00	1660.00	2.00	1.322719
oiseau	inspirer	1.00	1660.00	3.00	0.917254
oiseau	décennie	1.00	1660.00	1.00	2.015866
oiseau	placer	1.00	1660.00	4.00	0.629572
oiseau	former	1.00	1660.00	4.00	0.629572
oiseau	ciel	3.00	1660.00	9.00	0.917254
oiseau	pétrole	1.00	1660.00	12.00	-0.469040
oiseau	pénis	1.00	1660.00	1.00	2.015866
oiseau	surface	3.00	1660.00	5.00	1.505041
oiseau	hobereau	1.00	1660.00	1.00	2.015866
oiseau	émerger	1.00	1660.00	1.00	2.015866
oiseau	langage	3.00	1660.00	4.00	1.728184
oiseau	royaume	1.00	1660.00	1.00	2.015866
oiseau	compiler	2.00	1660.00	2.00	2.015866
oiseau	hiverner	1.00	1660.00	1.00	2.015866
oiseau	généreux	1.00	1660.00	1.00	2.015866
oiseau	espèce	12.00	1660.00	15.00	1.792723
oiseau	national	1.00	1660.00	1.00	2.015866
oiseau	champ	1.00	1660.00	2.00	1.322719
oiseau	divers	1.00	1660.00	2.00	1.322719
oiseau	eau	2.00	1660.00	11.00	0.311118
oiseau	cellule	1.00	1660.00	2.00	1.322719
oiseau	viande	1.00	1660.00	1.00	2.015866
oiseau	succès	1.00	1660.00	2.00	1.322719
oiseau	pousser	1.00	1660.00	8.00	-0.063575
oiseau	défi	2.00	1660.00	2.00	2.015866
oiseau	sortir	2.00	1660.00	22.00	-0.382029
oiseau	tirer	2.00	1660.00	7.00	0.763103
oiseau	témoin	1.00	1660.00	1.00	2.015866
oiseau	queue	2.00	1660.00	11.00	0.311118
oiseau	pencher	1.00	1660.00	1.00	2.015866
oiseau	raisonnable	1.00	1660.00	3.00	0.917254
oiseau	appartenir	1.00	1660.00	1.00	2.015866
oiseau	partie	1.00	1660.00	9.00	-0.181358
oiseau	galvans	1.00	1660.00	1.00	2.015866
oiseau	animal	13.00	1660.00	18.00	1.690444
oiseau	augmenter	1.00	1660.00	5.00	0.406428
oiseau	capture	1.00	1660.00	1.00	2.015866
oiseau	film	3.00	1660.00	12.00	0.629572
oiseau	habitat	3.00	1660.00	4.00	1.728184
oiseau	court	1.00	1660.00	2.00	1.322719
oiseau	formation	1.00	1660.00	1.00	2.015866
oiseau	pâture	3.00	1660.00	3.00	2.015866
oiseau	pareil	1.00	1660.00	3.00	0.917254
oiseau	randonnée	1.00	1660.00	1.00	2.015866
oiseau	facteur	1.00	1660.00	4.00	0.629572
oiseau	tuer	2.00	1660.00	23.00	-0.426481
oiseau	créature	2.00	1660.00	2.00	2.015866
oiseau	fichier	1.00	1660.00	1.00	2.015866
oiseau	fictif	1.00	1660.00	1.00	2.015866
oiseau	fissure	1.00	1660.00	1.00	2.015866
oiseau	permettre	1.00	1660.00	14.00	-0.623191
oiseau	habitable	1.00	1660.00	1.00	2.015866
oiseau	observation	2.00	1660.00	4.00	1.322719
oiseau	signature	1.00	1660.00	1.00	2.015866
oiseau	fréquence	1.00	1660.00	2.00	1.322719
oiseau	air	2.00	1660.00	17.00	-0.124200
oiseau	égal	2.00	1660.00	2.00	2.015866
oiseau	mur	1.00	1660.00	3.00	0.917254
oiseau	intéresser	2.00	1660.00	5.00	1.099576
oiseau	représenter	2.00	1660.00	8.00	0.629572
oiseau	chance	1.00	1660.00	3.00	0.917254
oiseau	aller	9.00	1660.00	120.00	-0.574401
oiseau	dispersant	1.00	1660.00	1.00	2.015866
oiseau	colibri	2.00	1660.00	3.00	1.610401
oiseau	apparition	1.00	1660.00	1.00	2.015866
oiseau	expérience	1.00	1660.00	2.00	1.322719
oiseau	interconnecter	1.00	1660.00	1.00	2.015866
oiseau	moyen	1.00	1660.00	13.00	-0.549083
oiseau	évanouir	1.00	1660.00	1.00	2.015866
oiseau	marron	1.00	1660.00	1.00	2.015866
oiseau	kilo	1.00	1660.00	5.00	0.406428
oiseau	compagnie	1.00	1660.00	7.00	0.069956
oiseau	serait-ce	1.00	1660.00	1.00	2.015866
oiseau	lichen	1.00	1660.00	1.00	2.015866
oiseau	poulet	3.00	1660.00	3.00	2.015866
oiseau	polliniser	1.00	1660.00	1.00	2.015866
oiseau	synchronisation	1.00	1660.00	1.00	2.015866
oiseau	tourbillon	1.00	1660.00	1.00	2.015866
oiseau	traversée	1.00	1660.00	2.00	1.322719
oiseau	un	1.00	1660.00	19.00	-0.928573
oiseau	mamifères	1.00	1660.00	1.00	2.015866
oiseau	loup	1.00	1660.00	3.00	0.917254
oiseau	rouge-gorge	1.00	1660.00	1.00	2.015866
oiseau	chaussure	1.00	1660.00	5.00	0.406428
oiseau	opportunité	1.00	1660.00	3.00	0.917254
oiseau	procéder	1.00	1660.00	2.00	1.322719
oiseau	eBay	1.00	1660.00	1.00	2.015866
oiseau	devoir	8.00	1660.00	58.00	0.034865
oiseau	requérir	1.00	1660.00	1.00	2.015866
oiseau	primitif	4.00	1660.00	4.00	2.015866
oiseau	frondeur	1.00	1660.00	1.00	2.015866
oiseau	accord	1.00	1660.00	2.00	1.322719
oiseau	position	1.00	1660.00	9.00	-0.181358
oiseau	propager	1.00	1660.00	1.00	2.015866
oiseau	capacité	1.00	1660.00	6.00	0.224107
oiseau	grotte	1.00	1660.00	1.00	2.015866
oiseau	radar	1.00	1660.00	1.00	2.015866
oiseau	fragmenter	1.00	1660.00	1.00	2.015866
oiseau	effrayant	1.00	1660.00	1.00	2.015866
oiseau	merde	2.00	1660.00	3.00	1.610401
oiseau	collectif	1.00	1660.00	1.00	2.015866
licorne	blesser	1.00	69.00	4.00	3.810038
licorne	pouvoir	2.00	69.00	199.00	0.596175
licorne	écrire	2.00	69.00	12.00	3.404573
licorne	portable	1.00	69.00	5.00	3.586895
licorne	devenir	2.00	69.00	24.00	2.711426
licorne	tableau	3.00	69.00	6.00	4.503186
licorne	avérer	1.00	69.00	5.00	3.586895
licorne	sœur	1.00	69.00	6.00	3.404573
licorne	téléphone	1.00	69.00	12.00	2.711426
licorne	licorne	4.00	69.00	4.00	5.196333
licorne	chiot	3.00	69.00	3.00	5.196333
licorne	petit	2.00	69.00	44.00	2.105290
licorne	avoir	4.00	69.00	749.00	-0.036112
licorne	venir	1.00	69.00	59.00	1.118795
licorne	justifier	1.00	69.00	1.00	5.196333
licorne	intéresser	1.00	69.00	5.00	3.586895
licorne	fiable	1.00	69.00	4.00	3.810038
licorne	sacrifier	1.00	69.00	1.00	5.196333
licorne	identité	1.00	69.00	3.00	4.097720
licorne	épouser	1.00	69.00	2.00	4.503186
licorne	spécial	1.00	69.00	3.00	4.097720
licorne	autre	2.00	69.00	66.00	1.699825
licorne	incomber	1.00	69.00	1.00	5.196333
licorne	nouveau	1.00	69.00	32.00	1.730597
licorne	voir	2.00	69.00	96.00	1.325132
licorne	fonctionner	1.00	69.00	9.00	2.999108
licorne	symbole	1.00	69.00	4.00	3.810038
licorne	radiographie	2.00	69.00	2.00	5.196333
licorne	scientifique	1.00	69.00	4.00	3.810038
licorne	aller	1.00	69.00	120.00	0.408841
licorne	sortir	1.00	69.00	22.00	2.105290
licorne	continuer	1.00	69.00	4.00	3.810038
licorne	peindre	2.00	69.00	3.00	4.790868
licorne	défense	1.00	69.00	2.00	4.503186
licorne	rencontrer	1.00	69.00	6.00	3.404573
licorne	souris	1.00	69.00	10.00	2.893748
licorne	dame	1.00	69.00	1.00	5.196333
licorne	Kinect	1.00	69.00	1.00	5.196333
licorne	dire	1.00	69.00	99.00	0.601213
licorne	théière	1.00	69.00	1.00	5.196333
licorne	arcs-en-ciel	1.00	69.00	1.00	5.196333
licorne	faire	2.00	69.00	191.00	0.637207
licorne	danser	1.00	69.00	2.00	4.503186
licorne	exotique	1.00	69.00	4.00	3.810038
licorne	être	4.00	69.00	822.00	-0.129113
licorne	désirer	1.00	69.00	3.00	4.097720
licorne	vierge	1.00	69.00	1.00	5.196333
russe	instant	1.00	319.00	3.00	2.566636
russe	web	1.00	319.00	2.00	2.972101
russe	pouvoir	2.00	319.00	199.00	-0.934909
russe	remarquer	1.00	319.00	2.00	2.972101
russe	grand-mère	2.00	319.00	3.00	3.259783
russe	montagne	7.00	319.00	10.00	3.308573
russe	écrire	3.00	319.00	12.00	2.278954
russe	essai	1.00	319.00	2.00	2.972101
russe	œuvre	1.00	319.00	3.00	2.566636
russe	tante	1.00	319.00	1.00	3.665248
russe	semaine	1.00	319.00	11.00	1.267353
russe	électricité	1.00	319.00	10.00	1.362663
russe	détenir	1.00	319.00	3.00	2.566636
russe	dater	1.00	319.00	1.00	3.665248
russe	reculer	1.00	319.00	2.00	2.972101
russe	interview	1.00	319.00	1.00	3.665248
russe	personne	1.00	319.00	36.00	0.081729
russe	constructif	1.00	319.00	1.00	3.665248
russe	opérer	1.00	319.00	4.00	2.278954
russe	planification	1.00	319.00	1.00	3.665248
russe	important	1.00	319.00	19.00	0.720809
russe	nom	1.00	319.00	7.00	1.719338
russe	série	1.00	319.00	8.00	1.585807
russe	recours	1.00	319.00	1.00	3.665248
russe	obtenir	2.00	319.00	11.00	1.960500
russe	faire	3.00	319.00	191.00	-0.488413
russe	démanteler	1.00	319.00	1.00	3.665248
russe	sécuriser	1.00	319.00	1.00	3.665248
russe	utiliser	1.00	319.00	49.00	-0.226572
russe	concevoir	1.00	319.00	15.00	0.957198
russe	maintenir	1.00	319.00	2.00	2.972101
russe	début	1.00	319.00	11.00	1.267353
russe	vente	2.00	319.00	3.00	3.259783
russe	prix	1.00	319.00	7.00	1.719338
russe	purge	1.00	319.00	1.00	3.665248
russe	ressource	2.00	319.00	4.00	2.972101
russe	navette	1.00	319.00	1.00	3.665248
russe	lieu	1.00	319.00	10.00	1.362663
russe	amener	1.00	319.00	7.00	1.719338
russe	compliqué	1.00	319.00	1.00	3.665248
russe	spatial	2.00	319.00	4.00	2.972101
russe	privatisation	2.00	319.00	2.00	3.665248
russe	Taliban	1.00	319.00	1.00	3.665248
russe	point	1.00	319.00	15.00	0.957198
russe	vague	1.00	319.00	4.00	2.278954
russe	nu	1.00	319.00	2.00	2.972101
russe	église	1.00	319.00	2.00	2.972101
russe	babouchkas	1.00	319.00	1.00	3.665248
russe	onde	1.00	319.00	1.00	3.665248
russe	colombiens	1.00	319.00	1.00	3.665248
russe	année	1.00	319.00	26.00	0.407152
russe	chinois	2.00	319.00	13.00	1.793446
russe	juillet	1.00	319.00	1.00	3.665248
russe	station	2.00	319.00	2.00	3.665248
russe	variabilité	1.00	319.00	1.00	3.665248
russe	cartel	1.00	319.00	1.00	3.665248
russe	unifier	1.00	319.00	1.00	3.665248
