target	id_target	context	id_context	f_tc	f_t	f_c	cond_prob	pmi	npmi	lmi	tscore	zscore	dice	chisquare	loglike	affinity	entropy_target	entropy_context
arabe	8	répartir	70	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	définir	1084	2.00	834.00	2.00	0.002398	2.704206	0.309502	5.408412	1.319570	5.100857	0.004785	27.889368	10.816824	0.501199	5.411923	0.000000
arabe	8	douzaine	2618	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	sûr	1067	1.00	834.00	18.00	0.001199	-0.186166	-0.019741	-0.186166	-0.204622	-0.186435	0.002347	0.037305	-0.372332	0.028377	5.411923	1.609546
arabe	8	familier	75	1.00	834.00	5.00	0.001199	1.094768	0.116089	1.094768	0.665383	1.150264	0.002384	1.418573	2.189536	0.100600	5.411923	1.332179
arabe	8	femme	583	2.00	834.00	17.00	0.002398	0.564140	0.064567	1.128279	0.609739	0.808436	0.004700	0.701401	2.256559	0.060023	5.411923	1.315658
arabe	8	impuissant	3132	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	seul	78	4.00	834.00	25.00	0.004796	0.871624	0.108355	3.486498	1.163457	1.798958	0.009313	3.475339	6.972995	0.082398	5.411923	1.532340
arabe	8	réactionnaire	79	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	équivaloir	2116	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	imiter	1606	3.00	834.00	4.00	0.003597	2.416524	0.290035	7.249571	1.577498	5.280928	0.007160	29.898031	14.499143	0.376799	5.411923	0.562335
arabe	8	complexité	3133	2.00	834.00	2.00	0.002398	2.704206	0.309502	5.408412	1.319570	5.100857	0.004785	27.889368	10.816824	0.501199	5.411923	0.000000
arabe	8	voir	84	6.00	834.00	96.00	0.007194	-0.068383	-0.008952	-0.410297	-0.173363	-0.167536	0.012903	0.030315	-0.820594	0.034847	5.411923	1.847215
arabe	8	mépriser	1099	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	divertir	86	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	réaffirmer	3143	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	vaste	1609	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	diffuser	2115	3.00	834.00	3.00	0.003597	2.704206	0.324563	8.112618	1.616136	6.247248	0.007168	41.837410	16.225235	0.501799	5.411923	0.000000
arabe	8	conduire	90	1.00	834.00	59.00	0.001199	-1.373332	-0.145628	-1.373332	-2.948483	-1.483828	0.002240	2.370887	-2.746663	0.009074	5.411923	0.455142
arabe	8	provenance	1104	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	révolte	599	2.00	834.00	2.00	0.002398	2.704206	0.309502	5.408412	1.319570	5.100857	0.004785	27.889368	10.816824	0.501199	5.411923	0.000000
arabe	8	anglais	1616	2.00	834.00	6.00	0.002398	1.605594	0.183763	3.211187	1.130281	2.522533	0.004762	6.822845	6.422374	0.167866	5.411923	1.560710
arabe	8	impacter	601	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	peser	1109	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	regarder	94	1.00	834.00	28.00	0.001199	-0.627999	-0.066593	-0.627999	-0.873857	-0.638369	0.002320	0.437727	-1.255997	0.018457	5.411923	1.855585
arabe	8	organisation	97	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	automne	2135	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	million	606	1.00	834.00	16.00	0.001199	-0.068383	-0.007251	-0.068383	-0.070775	-0.068396	0.002353	0.005020	-0.136766	0.031850	5.411923	0.918046
arabe	8	prêter	2648	2.00	834.00	3.00	0.002398	2.298741	0.263095	4.597482	1.272247	4.015474	0.004779	17.284664	9.194963	0.334532	5.411923	0.636514
arabe	8	changer	98	2.00	834.00	12.00	0.002398	0.912446	0.104431	1.824893	0.846349	1.335626	0.004728	1.913687	3.649786	0.084532	5.411923	0.983088
arabe	8	zone	102	1.00	834.00	13.00	0.001199	0.139257	0.014767	0.139257	0.129995	0.139369	0.002361	0.020839	0.278513	0.039061	5.411923	1.585771
arabe	8	politique	89	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	voix	1120	2.00	834.00	3.00	0.002398	2.298741	0.263095	4.597482	1.272247	4.015474	0.004779	17.284664	9.194963	0.334532	5.411923	0.636514
arabe	8	révéler	1121	3.00	834.00	4.00	0.003597	2.416524	0.290035	7.249571	1.577498	5.280928	0.007160	29.898031	14.499143	0.376799	5.411923	0.562335
arabe	8	sauver	1632	5.00	834.00	11.00	0.005995	1.915749	0.244949	9.578743	1.906848	4.969533	0.011834	26.490946	19.157485	0.230270	5.411923	1.414279
arabe	8	art	2145	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	vie	1079	1.00	834.00	21.00	0.001199	-0.340317	-0.036087	-0.340317	-0.405392	-0.341961	0.002339	0.125536	-0.680633	0.024409	5.411923	1.527053
arabe	8	nombreux	110	1.00	834.00	6.00	0.001199	0.912446	0.096755	0.912446	0.598459	0.944430	0.002381	0.956382	1.824893	0.083933	5.411923	1.242453
arabe	8	gratte-ciels	2644	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	parfait	1627	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	signifier	2540	2.00	834.00	5.00	0.002398	1.787915	0.204630	3.575830	1.177603	2.878988	0.004768	8.886624	7.151661	0.201199	5.411923	1.054920
arabe	8	haut	114	2.00	834.00	6.00	0.002398	1.605594	0.183763	3.211187	1.130281	2.522533	0.004762	6.822845	6.422374	0.167866	5.411923	1.560710
arabe	8	aviser	115	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	pression	1641	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	mot	117	5.00	834.00	9.00	0.005995	2.116419	0.270607	10.582096	1.966706	5.666490	0.011862	34.436951	21.164192	0.280775	5.411923	1.149060
arabe	8	vue	1132	1.00	834.00	6.00	0.001199	0.912446	0.096755	0.912446	0.598459	0.944430	0.002381	0.956382	1.824893	0.083933	5.411923	1.242453
arabe	8	occidental	627	3.00	834.00	3.00	0.003597	2.704206	0.324563	8.112618	1.616136	6.247248	0.007168	41.837410	16.225235	0.501799	5.411923	0.000000
arabe	8	Egypte	1645	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	connecter	629	1.00	834.00	9.00	0.001199	0.506981	0.053760	0.506981	0.397689	0.512428	0.002372	0.281620	1.013963	0.056155	5.411923	1.149060
arabe	8	comédie	2159	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	avérer	122	1.00	834.00	5.00	0.001199	1.094768	0.116089	1.094768	0.665383	1.150264	0.002384	1.418573	2.189536	0.100600	5.411923	1.332179
arabe	8	bon	1639	1.00	834.00	24.00	0.001199	-0.473848	-0.050247	-0.473848	-0.606163	-0.478293	0.002331	0.245646	-0.947696	0.021433	5.411923	1.768405
arabe	8	gens	630	3.00	834.00	39.00	0.003597	0.139257	0.016714	0.417770	0.225158	0.241394	0.006873	0.062647	0.835539	0.040260	5.411923	1.726131
arabe	8	rendre	126	1.00	834.00	16.00	0.001199	-0.068383	-0.007251	-0.068383	-0.070775	-0.068396	0.002353	0.005020	-0.136766	0.031850	5.411923	1.440235
arabe	8	local	634	2.00	834.00	8.00	0.002398	1.317912	0.150838	2.635823	1.035637	2.001652	0.004751	4.296737	5.271646	0.126199	5.411923	0.900256
arabe	8	dernier	1653	2.00	834.00	23.00	0.002398	0.261859	0.029970	0.523718	0.325807	0.371383	0.004667	0.148091	1.047435	0.044677	5.411923	1.786241
arabe	8	venir	129	2.00	834.00	59.00	0.002398	-0.680184	-0.077848	-1.360369	-1.377786	-0.980577	0.004479	1.035397	-2.720737	0.018148	5.411923	1.524210
arabe	8	réduire	1135	1.00	834.00	6.00	0.001199	0.912446	0.096755	0.912446	0.598459	0.944430	0.002381	0.956382	1.824893	0.083933	5.411923	1.242453
arabe	8	sagesse	2168	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	personnage	2166	2.00	834.00	3.00	0.002398	2.298741	0.263095	4.597482	1.272247	4.015474	0.004779	17.284664	9.194963	0.334532	5.411923	0.636514
arabe	8	introduire	2155	1.00	834.00	4.00	0.001199	1.317912	0.139751	1.317912	0.732306	1.415382	0.002387	2.147679	2.635823	0.125600	5.411923	0.562335
arabe	8	logique	1659	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	occupant	120	2.00	834.00	3.00	0.002398	2.298741	0.263095	4.597482	1.272247	4.015474	0.004779	17.284664	9.194963	0.334532	5.411923	0.636514
arabe	8	but	136	1.00	834.00	6.00	0.001199	0.912446	0.096755	0.912446	0.598459	0.944430	0.002381	0.956382	1.824893	0.083933	5.411923	1.242453
arabe	8	viser	1662	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	rouge	132	1.00	834.00	12.00	0.001199	0.219299	0.023254	0.219299	0.196919	0.219739	0.002364	0.051798	0.438598	0.042266	5.411923	1.863680
arabe	8	diviser	2686	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	type	637	2.00	834.00	15.00	0.002398	0.689303	0.078892	1.378606	0.704383	0.994235	0.004711	1.060680	2.757211	0.067866	5.411923	1.586785
arabe	8	famille	648	1.00	834.00	9.00	0.001199	0.506981	0.053760	0.506981	0.397689	0.512428	0.002372	0.281620	1.013963	0.056155	5.411923	1.427061
arabe	8	nom	649	2.00	834.00	7.00	0.002398	1.451443	0.166120	2.902886	1.082959	2.237634	0.004756	5.369140	5.805772	0.144056	5.411923	1.747868
arabe	8	compétition	1640	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	passage	1666	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	théocratie	2179	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	contourner	1657	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	cosmopolite	2185	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	américain	148	4.00	834.00	10.00	0.004796	1.787915	0.222263	7.151661	1.665383	4.071504	0.009479	17.780386	14.303321	0.202398	5.411923	1.470808
arabe	8	transformer	150	1.00	834.00	12.00	0.001199	0.219299	0.023254	0.219299	0.196919	0.219739	0.002364	0.051798	0.438598	0.042266	5.411923	1.791759
arabe	8	quartier	2188	2.00	834.00	5.00	0.002398	1.787915	0.204630	3.575830	1.177603	2.878988	0.004768	8.886624	7.151661	0.201199	5.411923	1.054920
arabe	8	est	1152	3.00	834.00	7.00	0.003597	1.856908	0.222869	5.570724	1.461583	3.698673	0.007134	14.669610	11.141448	0.216084	5.411923	1.277034
arabe	8	particulier	660	1.00	834.00	6.00	0.001199	0.912446	0.096755	0.912446	0.598459	0.944430	0.002381	0.956382	1.824893	0.083933	5.411923	1.560710
arabe	8	humain	155	1.00	834.00	18.00	0.001199	-0.186166	-0.019741	-0.186166	-0.204622	-0.186435	0.002347	0.037305	-0.372332	0.028377	5.411923	1.599971
arabe	8	chien	662	1.00	834.00	23.00	0.001199	-0.431288	-0.045734	-0.431288	-0.539239	-0.434639	0.002334	0.202835	-0.862577	0.022339	5.411923	0.355713
arabe	8	commencer	1144	4.00	834.00	33.00	0.004796	0.593993	0.073842	2.375971	0.895763	1.205527	0.009227	1.561667	4.751942	0.063004	5.411923	1.669794
arabe	8	chameau	1680	2.00	834.00	5.00	0.002398	1.787915	0.204630	3.575830	1.177603	2.878988	0.004768	8.886624	7.151661	0.201199	5.411923	1.332179
arabe	8	jeune	159	1.00	834.00	6.00	0.001199	0.912446	0.096755	0.912446	0.598459	0.944430	0.002381	0.956382	1.824893	0.083933	5.411923	1.791759
arabe	8	or	1175	1.00	834.00	4.00	0.001199	1.317912	0.139751	1.317912	0.732306	1.415382	0.002387	2.147679	2.635823	0.125600	5.411923	1.039721
arabe	8	attention	2199	1.00	834.00	3.00	0.001199	1.605594	0.170257	1.605594	0.799230	1.783700	0.002389	3.410601	3.211187	0.167266	5.411923	0.636514
arabe	8	mois	163	1.00	834.00	11.00	0.001199	0.306311	0.032481	0.306311	0.263842	0.307510	0.002367	0.101434	0.612621	0.046054	5.411923	1.120950
arabe	8	être	165	69.00	834.00	822.00	0.082734	0.226572	0.043602	15.633468	1.684069	1.886077	0.083333	4.081654	31.266936	0.083338	5.411923	1.974474
arabe	8	énorme	1690	1.00	834.00	5.00	0.001199	1.094768	0.116089	1.094768	0.665383	1.150264	0.002384	1.418573	2.189536	0.100600	5.411923	0.950271
arabe	8	enseigner	167	1.00	834.00	3.00	0.001199	1.605594	0.170257	1.605594	0.799230	1.783700	0.002389	3.410601	3.211187	0.167266	5.411923	0.636514
arabe	8	retarder	168	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	opprimer	2716	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	émouvoir	2208	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	travailler	166	1.00	834.00	8.00	0.001199	0.624764	0.066250	0.624764	0.464612	0.634975	0.002375	0.432389	1.249529	0.063100	5.411923	1.732868
arabe	8	origine	685	1.00	834.00	4.00	0.001199	1.317912	0.139751	1.317912	0.732306	1.415382	0.002387	2.147679	2.635823	0.125600	5.411923	1.039721
arabe	8	utilisation	1194	1.00	834.00	5.00	0.001199	1.094768	0.116089	1.094768	0.665383	1.150264	0.002384	1.418573	2.189536	0.100600	5.411923	0.950271
arabe	8	hui	686	2.00	834.00	14.00	0.002398	0.758296	0.086788	1.516591	0.751705	1.098271	0.004717	1.294165	3.033183	0.072628	5.411923	1.351784
arabe	8	vicieux	2219	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	frontière	586	1.00	834.00	3.00	0.001199	1.605594	0.170257	1.605594	0.799230	1.783700	0.002389	3.410601	3.211187	0.167266	5.411923	1.098612
arabe	8	téléphone	183	1.00	834.00	12.00	0.001199	0.219299	0.023254	0.219299	0.196919	0.219739	0.002364	0.051798	0.438598	0.042266	5.411923	1.234268
arabe	8	illustrer	1200	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	juif	185	2.00	834.00	13.00	0.002398	0.832404	0.095270	1.664807	0.799027	1.211479	0.004723	1.574590	3.329615	0.078122	5.411923	0.983961
arabe	8	peau	1199	1.00	834.00	3.00	0.001199	1.605594	0.170257	1.605594	0.799230	1.783700	0.002389	3.410601	3.211187	0.167266	5.411923	1.098612
arabe	8	arrêter	1714	1.00	834.00	19.00	0.001199	-0.240233	-0.025474	-0.240233	-0.271545	-0.240811	0.002345	0.062244	-0.480466	0.026915	5.411923	1.116511
arabe	8	scanner	2736	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	place	1716	1.00	834.00	7.00	0.001199	0.758296	0.080409	0.758296	0.531536	0.776595	0.002378	0.646719	1.516591	0.072028	5.411923	0.796312
arabe	8	aboyer	2739	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	prédire	191	1.00	834.00	7.00	0.001199	0.758296	0.080409	0.758296	0.531536	0.776595	0.002378	0.646719	1.516591	0.072028	5.411923	1.747868
arabe	8	éradiquer	2740	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	soir	1720	1.00	834.00	3.00	0.001199	1.605594	0.170257	1.605594	0.799230	1.783700	0.002389	3.410601	3.211187	0.167266	5.411923	1.098612
arabe	8	savoir	193	1.00	834.00	46.00	0.001199	-1.124436	-0.119235	-1.124436	-2.078479	-1.184616	0.002273	1.509537	-2.248871	0.011469	5.411923	1.802624
arabe	8	soldat	1213	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	fleur	2237	1.00	834.00	5.00	0.001199	1.094768	0.116089	1.094768	0.665383	1.150264	0.002384	1.418573	2.189536	0.100600	5.411923	0.950271
arabe	8	question	631	1.00	834.00	8.00	0.001199	0.624764	0.066250	0.624764	0.464612	0.634975	0.002375	0.432389	1.249529	0.063100	5.411923	1.255482
arabe	8	abord	708	1.00	834.00	5.00	0.001199	1.094768	0.116089	1.094768	0.665383	1.150264	0.002384	1.418573	2.189536	0.100600	5.411923	1.332179
arabe	8	côté	202	5.00	834.00	17.00	0.005995	1.480430	0.189289	7.402152	1.727274	3.621034	0.011751	14.071509	14.804305	0.150056	5.411923	1.478752
arabe	8	nationalisme	1218	2.00	834.00	2.00	0.002398	2.704206	0.309502	5.408412	1.319570	5.100857	0.004785	27.889368	10.816824	0.501199	5.411923	0.000000
arabe	8	attendre	1728	3.00	834.00	13.00	0.003597	1.237869	0.148571	3.713606	1.229753	2.283588	0.007084	5.594633	7.427213	0.117183	5.411923	1.031767
arabe	8	recherche	1731	2.00	834.00	8.00	0.002398	1.317912	0.150838	2.635823	1.035637	2.001652	0.004751	4.296737	5.271646	0.126199	5.411923	1.320888
arabe	8	subventionner	713	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	prendre	207	3.00	834.00	66.00	0.003597	-0.386837	-0.046429	-1.160510	-0.818075	-0.674206	0.006667	0.489750	-2.321019	0.024526	5.411923	1.367672
arabe	8	chaîne	1735	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	fin	1224	2.00	834.00	15.00	0.002398	0.689303	0.078892	1.378606	0.704383	0.994235	0.004711	1.060680	2.757211	0.067866	5.411923	1.171060
arabe	8	tasawwuf	2248	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	réclamer	2240	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	intervenir	1730	1.00	834.00	3.00	0.001199	1.605594	0.170257	1.605594	0.799230	1.783700	0.002389	3.410601	3.211187	0.167266	5.411923	0.636514
arabe	8	allonger	2252	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	droit	1742	1.00	834.00	6.00	0.001199	0.912446	0.096755	0.912446	0.598459	0.944430	0.002381	0.956382	1.824893	0.083933	5.411923	1.329661
arabe	8	lycée	215	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	apprendre	216	2.00	834.00	11.00	0.002398	0.999458	0.114390	1.998916	0.893671	1.473015	0.004734	2.327453	3.997831	0.092108	5.411923	1.641735
arabe	8	dire	217	8.00	834.00	99.00	0.009592	0.188528	0.025647	1.508221	0.485987	0.534027	0.017149	0.308086	3.016441	0.045200	5.411923	1.903504
arabe	8	Sud	1746	2.00	834.00	5.00	0.002398	1.787915	0.204630	3.575830	1.177603	2.878988	0.004768	8.886624	7.151661	0.201199	5.411923	1.332179
arabe	8	chose	726	3.00	834.00	60.00	0.003597	-0.291526	-0.034989	-0.874579	-0.586245	-0.506728	0.006711	0.276522	-1.749158	0.026799	5.411923	1.690376
arabe	8	dictature	1236	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	élaborer	1749	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	division	1750	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	endroit	730	1.00	834.00	21.00	0.001199	-0.340317	-0.036087	-0.340317	-0.405392	-0.341961	0.002339	0.125536	-0.680633	0.024409	5.411923	1.719655
arabe	8	nouvelle	222	2.00	834.00	2.00	0.002398	2.704206	0.309502	5.408412	1.319570	5.100857	0.004785	27.889368	10.816824	0.501199	5.411923	0.000000
arabe	8	mousser	1241	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	propre	657	1.00	834.00	19.00	0.001199	-0.240233	-0.025474	-0.240233	-0.271545	-0.240811	0.002345	0.062244	-0.480466	0.026915	5.411923	1.556718
arabe	8	influence	1237	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	choisir	736	1.00	834.00	7.00	0.001199	0.758296	0.080409	0.758296	0.531536	0.776595	0.002378	0.646719	1.516591	0.072028	5.411923	1.004242
arabe	8	imam	2267	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	réveiller	2268	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	société	232	3.00	834.00	3.00	0.003597	2.704206	0.324563	8.112618	1.616136	6.247248	0.007168	41.837410	16.225235	0.501799	5.411923	0.000000
arabe	8	caractère	2779	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	age	741	2.00	834.00	2.00	0.002398	2.704206	0.309502	5.408412	1.319570	5.100857	0.004785	27.889368	10.816824	0.501199	5.411923	0.000000
arabe	8	germanique	1763	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	annuler	236	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	situation-là	1252	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	séparer	2273	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	émirat	2787	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	créer	226	4.00	834.00	21.00	0.004796	1.045978	0.130030	4.183911	1.297304	2.188633	0.009357	5.142342	8.367823	0.097636	5.411923	1.856270
arabe	8	aspect	2755	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	aurions-nous	750	1.00	834.00	1.00	0.001199	2.704206	0.286753	2.704206	0.933077	3.606850	0.002395	13.943565	5.408412	0.500600	5.411923	0.000000
arabe	8	proximité	2281	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	parler	752	1.00	834.00	32.00	0.001199	-0.761530	-0.080752	-0.761530	-1.141550	-0.780065	0.002309	0.653824	-1.523060	0.016225	5.411923	1.456586
arabe	8	terme	753	1.00	834.00	4.00	0.001199	1.317912	0.139751	1.317912	0.732306	1.415382	0.002387	2.147679	2.635823	0.125600	5.411923	0.562335
arabe	8	changement	246	1.00	834.00	2.00	0.001199	2.011059	0.213252	2.011059	0.866153	2.367503	0.002392	6.008049	4.022117	0.250600	5.411923	0.693147
arabe	8	argent	248	1.00	834.00	5.00	0.001199	1.094768	0.116089	1.094768	0.665383	1.150264	0.002384	1.418573	2.189536	0.100600	5.411923	0.950271
arabe	8	religieux	249	1.00	834.00	5.00	0.001199	1.094768	0.116089	1.094768	0.665383	1.150264	0.002384	1.418573	2.189536	0.100600	5.411923	0.950271
arabe	8	historien	756	2.00	834.00	2.00	0.002398	2.704206	0.309502	5.408412	1.319570	5.100857	0.004785	27.889368	10.816824	0.501199	5.411923	0.000000
